Symbol,Earnings Date,Reported EPS,Surprise(%),Return_1D_%,Return_5D_%,Return_30D_%
ADBE,2022-12-15 16:00:00-05:00,3.6,2.72,-2.888875327123748,-0.0265836638562863,13.404620942103772
ADBE,2022-09-15 08:00:00-04:00,3.4,1.66,-1.148581783441152,-4.988314671588063,8.741232946838482
ADBE,2022-06-16 16:00:00-04:00,3.35,1.31,0.6097679085753301,5.620997893230687,13.628421448936578
ADBE,2022-03-22 16:00:00-04:00,3.37,0.78,2.18491862977299,8.786948261627368,-5.294392162214099
ADBE,2021-12-16 08:00:00-05:00,3.2,0.04,-1.2341899497696818,3.779817741028225,-3.711561087238034
ADBE,2021-09-21 16:00:00-04:00,3.11,3.11,0.7602877644539051,-7.727447540602446,4.647964284373829
ADBE,2021-06-17 16:00:00-04:00,3.03,7.55,0.3111703967365903,2.487658130622933,9.39902944188862
ADBE,2021-03-23 16:00:00-04:00,3.14,12.68,-0.1151734225161337,5.2844864644192535,7.109471527021145
ADBE,2020-12-10 08:00:00-05:00,2.81,5.66,2.2084027830368926,5.681748300487495,-3.3430698114522706
ADBE,2020-09-15 16:00:00-04:00,2.57,6.56,-0.3571454216452206,-1.1785683511685925,-3.997898903213629
ADBE,2020-06-11 16:00:00-04:00,2.45,5.68,-1.2790899044950108,5.281153335325601,7.517094730226762
AMD,2026-02-03 16:00:00-05:00,1.53,15.98,-3.8413518895165817,6.688645400045671,2.5375901738857096
AMD,2025-11-04 16:00:00-05:00,1.2,2.48,-7.267971208967856,0.998723602495934,-21.56204576482117
AMD,2025-08-05 16:00:00-04:00,0.54,1240.2,5.68906268825597,13.057873767379416,-3.1878353996433377
AMD,2025-05-06 16:00:00-04:00,0.96,2.83,1.3351896470120308,17.29772868152113,27.77999672504669
AMD,2025-02-04 16:00:00-05:00,1.09,0.36,-1.6516368528152163,-0.2589062672944462,-4.347828456122127
AMD,2024-10-29 16:00:00-04:00,0.92,0.46,-3.048451274047224,-2.3553161885887675,-12.113054684170804
AMD,2024-07-30 16:00:00-04:00,0.69,1.26,-8.264121535498072,-10.942689663701476,4.353549786078066
AMD,2024-04-30 16:00:00-04:00,0.62,2.04,1.3100432062641945,6.480897322958866,10.83384567904042
AMD,2024-01-30 16:00:00-05:00,0.77,-0.01,1.6637803360445915,1.9381000373803476,11.55107331097792
AMD,2023-10-31 16:00:00-04:00,0.7,3.59,-0.1943716056026759,5.136982020855985,27.730469113839906
AMD,2023-08-01 16:00:00-04:00,0.58,1.05,3.4750828575979598,1.0242366366809712,-2.4874268483385884
AMD,2023-05-02 16:00:00-04:00,0.6,6.5,6.11369480011258,18.86791641541482,52.21758598748918
AMD,2023-01-31 16:00:00-05:00,0.69,2.51,4.336009210078228,0.0590773300075518,14.130433802833153
AMD,2022-11-01 16:00:00-04:00,0.67,-4.83,2.5243041365748784,2.2002338006635607,13.474326398192575
AMD,2022-08-02 16:00:00-04:00,1.05,1.37,5.933334225205361,0.9786999181448148,-21.84727645616516
AMD,2022-05-03 16:00:00-04:00,1.13,22.23,-5.582373289659614,-11.567089329913228,-17.471329146144733
AMD,2022-02-01 16:00:00-05:00,0.92,21.38,-2.183121748565713,8.219292759613978,-9.017594902401116
AMD,2021-10-26 16:00:00-04:00,0.73,10.04,-0.915926666967816,6.746810665978516,12.937526563745129
AMD,2021-07-27 16:00:00-04:00,0.63,16.95,5.1261070432173685,21.280502678390363,8.393751858559611
AMD,2021-04-27 16:00:00-04:00,0.52,18.31,-0.1309128604519031,-7.367287621193373,-2.9278733429652704
AMD,2021-01-26 16:00:00-05:00,0.52,9.46,-1.4858169171954745,-1.0693347449374104,-8.56595373103515
AMD,2020-10-27 06:00:00-04:00,0.41,15.49,2.1204124147023227,6.479053467774447,19.973824386720025
AMD,2020-07-28 16:00:00-04:00,0.18,8.78,2.773032871472019,12.117231784005002,3.798143196392597
AES,2026-03-02 16:00:00-05:00,0.81,33.04,0.7757371521640511,0.211564677862923,1.9040889091809905
AES,2025-11-04 16:00:00-05:00,0.75,-2.1,-0.2109738989612879,-1.0548557555013722,-3.79746835443038
AES,2025-07-31 18:00:00-04:00,0.51,28.96,1.511719533393144,-0.8314468650029454,-1.511712055815036
AES,2025-05-01 17:00:00-04:00,0.27,-17.83,0.7858518303283413,9.233778705842374,12.573668684222191
AES,2025-02-28 06:00:00-05:00,0.54,56.45,-3.306525075722313,5.272555179668959,-6.344958454087244
AES,2024-10-31 16:00:00-04:00,0.71,11.06,3.534993981843183,-7.545886154912347,-10.605045383584544
AES,2024-08-01 16:00:00-04:00,0.38,1.84,-4.903665406347433,-2.743729855741263,10.974907188835624
AES,2024-05-02 17:00:00-04:00,0.5,46.49,1.1247829021300926,6.8023583612803264,0.9105585114040284
AES,2024-02-26 17:00:00-05:00,0.73,9.17,-0.2648942796917051,6.95364643764073,17.086123297160007
AES,2023-11-02 17:00:00-04:00,0.6,11.13,-2.6801763123982987,-6.491967192783066,13.281725324201345
AES,2023-08-03 17:00:00-04:00,0.21,-12.56,0.3055533292106737,-0.9164821270700328,-13.034605773731798
AES,2023-05-04 16:00:00-04:00,0.22,-1.71,-4.2346504982858,-2.470209555748335,-7.322441557236655
AES,2023-02-27 06:00:00-05:00,0.49,5.57,-0.2025886022140566,-0.6888156116935081,2.552664866956404
AES,2022-11-04 06:00:00-04:00,0.63,18.04,-1.0829031846337231,2.800586706812861,5.8999053266281285
AES,2022-08-04 17:00:00-04:00,0.34,8.49,-1.4450787020371187,2.7662890170369736,9.82658333202905
AES,2022-05-05 17:00:00-04:00,0.21,-21.43,-4.202482183043738,-3.342899001646302,-5.014337714121731
AES,2022-02-24 17:00:00-05:00,0.45,4.91,0.5684379568623302,3.3633046343327684,17.62197560439392
AES,2021-11-03 18:00:00-04:00,0.5,15.43,-0.5175229824903873,-0.9554116004253128,-4.100321047136225
AES,2021-08-04 16:00:00-04:00,0.31,7.34,-1.0060076085856922,1.0462965455090505,-1.0060076085856922
AES,2021-05-06 06:00:00-04:00,0.28,-6.72,-0.2326533377979065,-1.6285193721653417,1.3958930305774373
AES,2021-02-25 06:00:00-05:00,0.48,8.72,1.6566230395423782,-2.1461038065396587,4.216865035403808
AES,2020-11-06 06:00:00-05:00,0.42,-2.28,-0.7152864304362105,1.7167434373086057,8.822149730305878
AES,2020-08-06 06:00:00-04:00,0.25,4.47,2.5058309691163747,2.3892667422756464,6.992998700398843
AFL,2026-02-04 16:00:00-05:00,1.57,-7.34,-0.2724075641823719,-1.353536714788673,-9.096483898108431
AFL,2025-11-04 16:00:00-05:00,2.49,40.16,2.2114311057647624,3.0294862332404566,-0.183170049215688
AFL,2025-08-05 16:00:00-04:00,1.78,4.35,-0.0293229068047555,3.313458161023371,6.137458664740902
AFL,2025-04-30 16:00:00-04:00,1.66,-0.82,1.9416547301103388,2.685474809141222,-0.749422222483254
AFL,2025-02-05 17:00:00-05:00,1.56,-3.53,0.4850571258411013,0.970121855888728,5.593228484505973
AFL,2024-10-30 16:00:00-04:00,2.16,28.3,-0.076341481759608,2.5288641807646064,0.1931379377115123
AFL,2024-07-31 17:00:00-04:00,1.83,14.51,-2.3708924536134983,-0.7771802554777534,7.339455467915378
AFL,2024-05-01 16:00:00-04:00,1.66,5.17,-0.987632345735704,1.5944687589502762,4.163655428867644
AFL,2024-01-31 16:00:00-05:00,1.25,-14.04,0.8136544390293522,2.5065462040423268,11.423643592265066
AFL,2023-11-01 16:00:00-04:00,1.84,23.64,0.6117782152554074,-1.01554336789713,-0.908218003047024
AFL,2023-08-01 16:00:00-04:00,1.58,10.07,1.0624234564276958,-0.7476332873430442,1.97873263220704
AFL,2023-04-26 16:00:00-04:00,1.55,10.74,0.5470142238004425,-3.8145763905574617,-0.0847468657907262
AFL,2023-02-01 16:00:00-05:00,1.29,6.44,0.7111647018342705,1.0594859009364803,-10.51572970056104
AFL,2022-10-31 16:00:00-04:00,1.15,-5.29,-0.1796118690898682,1.751246567813104,5.975444325934224
AFL,2022-08-01 16:00:00-04:00,1.46,14.21,0.459642175532763,2.860036560086515,3.0287982358056373
AFL,2022-04-27 16:00:00-04:00,1.42,3.96,-3.341192640732926,-2.075595990427832,-5.452482633102037
AFL,2022-02-02 16:00:00-05:00,1.33,5.4,1.4745181724779644,2.8235363165995566,-0.6360070534827561
AFL,2021-10-27 16:00:00-04:00,1.56,18.25,-3.052745388811188,0.6141556026852953,5.08211450815921
AFL,2021-07-28 16:00:00-04:00,1.59,24.53,-1.0969131513875352,-0.071907043150726,-1.1411448154930122
AFL,2021-04-28 16:00:00-04:00,1.51,24.57,-0.9037111747069744,3.614907814312352,4.354376719601097
AFL,2021-02-03 16:00:00-05:00,1.05,0.49,-0.6557219905240136,2.4918132445164014,12.617212765811194
AFL,2020-10-27 16:00:00-04:00,1.39,22.28,0.2049744799249503,6.96924024219074,33.66220330139248
AFL,2020-07-28 16:00:00-04:00,1.28,21.39,-3.315092760729485,-2.6027870200149983,-0.0474092508123517
